File.Name,Region.of.Interest,Number.of.Root.Tips,Number.of.Branch.Points,Total.Root.Length.mm,Branching.frequency.per.mm,Network.Area.mm2,Average.Diameter.mm,Median.Diameter.mm,Maximum.Diameter.mm,Perimeter.mm,Volume.mm3,Surface.Area.mm2,Computation.Time.s,Root.Length.Diameter.Range.1.mm,Root.Length.Diameter.Range.2.mm,Root.Length.Diameter.Range.3.mm,Projected.Area.Diameter.Range.1.mm2,Projected.Area.Diameter.Range.2.mm2,Projected.Area.Diameter.Range.3.mm2,Surface.Area.Diameter.Range.1.mm2,Surface.Area.Diameter.Range.2.mm2,Surface.Area.Diameter.Range.3.mm2,Volume.Diameter.Range.1.mm3,Volume.Diameter.Range.2.mm3,Volume.Diameter.Range.3.mm3
104_AndrGera_6.tiff,Full,645,891,389.412233,2.288064,84.537781,0.525724,0.305296,2.968425,359.282085,197.645561,694.23243,0.244,375.530895,13.881338,0,188.370635,32.357139,0,592.57948,101.65295,0,137.719553,59.926007,0
104_AndrGera_7.tiff,Full,5182,15360,5317.352617,2.888656,2835.582584,1.763373,0.254022,24.709145,3599.170573,89919.893573,35518.842589,1.653,3997.881831,683.351554,636.119233,1765.552435,2100.976665,7433.041808,5561.582076,6605.670976,23351.589537,1376.162576,5419.457712,83124.273285
104_AndrGera_8.tiff,Full,954,1167,578.08352,2.018739,116.697413,0.442299,0.267763,2.814694,584.12637,184.122883,849.263584,0.304,569.592779,8.490741,0,250.144636,19.649999,0,787.179452,62.084132,0,147.613713,36.50917,0
104_AndrGera_9.tiff,Full,423,487,347.734695,1.400493,101.01193,0.766536,0.478988,3.380604,296.874924,332.765937,883.617646,0.19,313.878714,33.855981,0,194.0461,87.148167,0,609.833605,273.784041,0,153.045761,179.720175,0
104_PoaPrat_1.tiff,Full,105,157,104.40431,1.503769,23.767513,0.330783,0.305296,0.946684,145.20283,11.930557,110.380898,0.068,104.40431,0,0,35.127315,0,0,110.380898,0,0,11.930557,0,0
104_PoaPrat_2.tiff,Full,2013,3374,1999.074434,1.687781,645.418821,1.073406,0.535525,10.065171,1378.994459,5967.994465,7469.382167,0.865,1650.318437,266.92436,81.831637,987.325128,839.493656,549.28059,3104.876011,2638.89029,1725.615866,755.454527,2217.825583,2994.714356
104_PoaPrat_3.tiff,Full,707,599,286.367265,2.09172,44.418004,0.254883,0.189337,1.188456,392.625893,24.881136,237.401679,0.226,286.367265,0,0,75.516004,0,0,237.401679,0,0,24.881136,0,0
104_PoaPrat_4.tiff,Full,424,352,172.402057,2.041739,30.324192,0.293724,0.189337,1.4617,229.68231,22.069256,166.085896,0.176,172.402057,0,0,52.779735,0,0,166.085896,0,0,22.069256,0,0
104_PoaPrat_5.tiff,Full,630,463,237.7364,1.947535,48.682176,0.354147,0.189337,2.46865,313.910564,59.089584,285.266881,0.676,235.001515,2.734885,0,84.664906,6.046604,0,266.270915,18.995966,0,48.547256,10.542329,0
104_PoaPrat_6.tiff,Full,449,251,156.764998,1.601123,23.014696,0.180425,0.169348,0.42337,278.268899,5.297145,91.778834,0.378,156.764998,0,0,29.188099,0,0,91.778834,0,0,5.297145,0,0
104_PoaPrat_7.tiff,Full,223,141,99.646614,1.415,17.382906,0.208397,0.189337,0.42337,174.927056,4.311634,67.620553,0.11,99.646614,0,0,21.524291,0,0,67.620553,0,0,4.311634,0,0
104_PoaPrat_8.tiff,Full,367,199,77.226786,2.576826,9.27399,0.188759,0.169348,0.900097,115.116088,3.606302,48.96616,0.127,77.226786,0,0,15.525878,0,0,48.96616,0,0,3.606302,0,0
104_PoaPrat_9.tiff,Full,356,277,128.511689,2.155446,18.596376,0.211714,0.169348,0.900097,198.887661,6.891408,88.930456,0.427,128.511689,0,0,28.287164,0,0,88.930456,0,0,6.891408,0,0
104_PoaPrat_10.tiff,Full,404,266,142.503534,1.86662,31.930202,0.389085,0.189337,1.780169,186.101281,41.29618,193.834686,0.192,142.503534,0,0,61.617909,0,0,193.834686,0,0,41.29618,0,0
104_PoaPrat_11.tiff,Full,224,173,101.922414,1.69737,20.892468,0.26799,0.189337,0.780656,156.32272,9.080829,91.453423,0.28,101.922414,0,0,29.058417,0,0,91.453423,0,0,9.080829,0,0
104_PoaPrat_12.tiff,Full,372,388,196.838892,1.971155,45.586663,0.418562,0.305296,1.831779,214.567182,51.111709,275.247358,0.154,196.838892,0,0,87.552768,0,0,275.247358,0,0,51.111709,0,0
104_PoaPrat_13.tiff,Full,2810,5047,3002.577231,1.680889,937.069147,1.056002,0.598736,9.733092,1759.395349,7582.985278,10826.149948,0.74,2493.632565,422.508265,86.4364,1627.599869,1232.73954,584.184007,5117.124044,3873.757718,1835.268186,1372.733806,3014.2767,3195.974772
